,Name,Category,Year,Profession,Place,Gender,Birthdate,Age,Description,Link,Country
250,Lady Gaga ,ARTISTS,2010,American singer-songwriter,"New York, NY",Female,1986-03-28,34,"Stefani Joanne Angelina Germanotta, known professionally as Lady Gaga, is an American singer, songwriter, record producer, actress and businesswoman. She is known for her consistent image reinventions and versatility in both music and entertainment. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1984943,00.html",USA
251,Conan O'Brien ,ARTISTS,2010,American television host,"Brookline, MA",Male,1963-04-18,57,"Conan Christopher O'Brien is an American television host, comedian, writer, podcaster, and producer. He is best known for hosting the late-night talk shows Late Night with Conan O'Brien, The Tonight Show with Conan O'Brien, and since 2010, Conan on the cable channel TBS. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985538,00.html",USA
252,Kathryn Bigelow ,ARTISTS,2010,American film director,"San Carlos, CA",Female,1951-11-27,69,"Kathryn Ann Bigelow is an American film director, producer, and screenwriter. Covering a wide range of genres, her films include Near Dark, Point Break, Strange Days, K-19: The Widowmaker, The Hurt Locker, Zero Dark Thirty, and Detroit. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985539,00.html",USA
253,Oprah Winfrey ,ARTISTS,2010,American host,"Kosciusko, MS",Female,1954-01-29,66,"Oprah Gail Winfrey is an American talk show host, television producer, actress, author, and philanthropist. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985540,00.html",USA
254,Valery Gergiev ,ARTISTS,2010,Russian conductor,"Moscow, Russia",Male,1953-05-02,67,"Valery Abisalovich Gergiev is a Russian conductor and opera company director of Ossetian origin. He is general director and artistic director of the Mariinsky Theatre, chief conductor of the Munich Philharmonic and artistic director of the White Nights Festival in St. Petersburg. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1984947,00.html",Russia
255,Robert Pattinson ,ARTISTS,2010,Actor,"London, United Kingdom",Male,1986-05-13,34,"Robert Douglas Thomas Pattinson is an English actor. After starting to act in a London theatre club at the age of 15, he began his film career by playing Cedric Diggory in the fantasy film Harry Potter and the Goblet of Fire. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1984948,00.html",United Kingdom
256,Ashton Kutcher ,ARTISTS,2010,American actor,"Cedar Rapids, IA",Male,1978-02-07,42,"Christopher Ashton Kutcher is an American actor, model, producer, entrepreneur, and venture capitalist. He began his acting career portraying Michael Kelso in sitcom That '70s Show. He made his film debut in the romantic comedy Coming Soon, followed by the comedy film Dude, Where's My Car?, which was a box office hit. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985511,00.html",USA
257,Suzanne Collins ,ARTISTS,2010,American television writer,"Hartford, CT",Female,1962-08-10,58,Suzanne Collins is an American television writer and author. She is known as the author of The New York Times best-selling series The Underland Chronicles and The Hunger Games. ,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985512,00.html",USA
258,Taylor Swift ,ARTISTS,2010,American singer,"West Reading, PA",Female,1989-12-13,30,"Taylor Alison Swift is an American singer-songwriter. Her narrative songwriting, which often centers around her personal life, has received widespread critical plaudits and media coverage. Born in West Reading, Pennsylvania, Swift relocated to Nashville, Tennessee in 2004 to pursue a career in country music. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985536,00.html",USA
259,Neil Patrick Harris ,ARTISTS,2010,American actor,"Albuquerque, NM",Male,1973-06-15,47,"Neil Patrick Harris is an American actor, singer, comedian, writer, producer, and magician. He is known primarily for his comedy roles on television and his dramatic and musical stage roles. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985537,00.html",USA
260,Carlton Cuse and Damon Lindelof ,ARTISTS,2010,Null,,Unknown,,0,Null,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985533,00.html",Null
261,Prince ,ARTISTS,2010,American singer-songwriter,"Minneapolis, MN",Male,1958-06-07,0,"Prince Rogers Nelson was an American singer-songwriter, musician, record producer, dancer, and actor. He is widely regarded as one of the greatest musicians of his generation. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985534,00.html",USA
262,Lea Michele ,ARTISTS,2010,American actress,"The Bronx, NY",Female,1986-08-29,34,"Lea Michele Sarfati is an American actress, singer, and author. She began her career as a child actress on Broadway, appearing in productions of Les Misérables, Ragtime, Fiddler on the Roof, and Spring Awakening. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985535,00.html",USA
263,Jerry Holkins and Mike Krahulik ,ARTISTS,2010,Null,,Unknown,,0,Null,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985513,00.html",Null
264,Simon Cowell ,ARTISTS,2010,Television personality,"Lambeth, London, United Kingdom",Male,1959-10-07,61,"Simon Phillip Cowell is an English television personality, entrepreneur, entertainment manager, and record executive. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985514,00.html",United Kingdom
265,Neill Blomkamp ,ARTISTS,2010,Canadian-South African film director,"Johannesburg, South Africa",Male,1979-09-17,41,"Neill Blomkamp is a South African-Canadian film director, producer, screenwriter, and animator. Blomkamp employs a documentary-style, hand-held, cinéma vérité technique, blending naturalistic and photo-realistic computer-generated effects, and his films often deal with themes of xenophobia and social segregation. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985520,00.html",South Africa
266,Elton John ,ARTISTS,2010,Singer-songwriter,"Pinner, United Kingdom",Male,1947-03-25,73,"Sir Elton Hercules John CH CBE is an English singer, songwriter, pianist, and composer. Collaborating with lyricist Bernie Taupin since 1967 on more than 30 albums, John has sold over 300 million records, making him one of the best-selling music artists of all time. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985521,00.html",United Kingdom
267,Marc Jacobs ,ARTISTS,2010,Null,"New York, NY",Male,1963-04-09,57,"Marc Jacobs is an American fashion designer. He is the head designer for his own fashion label, Marc Jacobs, and formerly Marc by Marc Jacobs, a diffusion line, which was produced for approximately 15 years having been discontinued after the 2015 fall/winter collection. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985522,00.html",USA
268,David Chang ,ARTISTS,2010,Restaurateur,"Vienna, VA",Male,1977-08-05,43,"David Chang is an American restaurateur, author, and television personality. He is the founder of the Momofuku restaurant group, which includes Momofuku Noodle Bar, Momofuku Ssäm Bar, Milk Bar, and ... ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1984944,00.html",USA
269,Banksy ,ARTISTS,2010,Street artist,"Yate, United Kingdom",Male,1973-07-28,47,"Banksy is an anonymous England-based street artist, political activist, and film director, active since the 1990s. His satirical street art and subversive epigrams combine dark humour with graffiti executed in a distinctive stenciling technique. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1984945,00.html",United Kingdom
270,Chetan Bhagat ,ARTISTS,2010,Indian author,"New Delhi, India",Male,1974-04-22,46,Chetan Prakash Bhagat is an Indian author and columnist. He was included in Time magazine's list of World's 100 Most Influential People in 2010. Bhagat graduated in mechanical engineering at IIT Delhi and completed an MBA at IIM Ahmedabad. ,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985518,00.html",India
271,Sandra Bullock ,ARTISTS,2010,American actress,"Arlington County, VA",Female,1964-07-26,56,"Sandra Annette Bullock is an American actress and producer. She was the world's highest-paid actress in 2010 and 2014. In 2015, she was chosen as People's Most Beautiful Woman and was included in Time's 100 most influential people in the world in 2010. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985519,00.html",USA
272,Ricky Gervais ,ARTISTS,2010,Comedian,"Whitley, Reading, United Kingdom",Male,1961-06-25,59,"Ricky Dene Gervais is an English comedian, actor, writer, producer, and director. He is best known for co-creating, writing, and acting in the British television series The Office. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985516,00.html",United Kingdom
273,Han Han ,ARTISTS,2010,Null,"Tinglinzhen, Shanghai, China",Male,1982-09-23,38,"Han Han is a Chinese professional rally driver, best-selling author, singer, creator of Party, One and China's most popular blogger. He has published five novels to date, and is represented by the Hong Kong-based Peony Literary Agency. He is also involved in music production. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985515,00.html",China
274,James Cameron ,ARTISTS,2010,Canadian filmmaker,"Kapuskasing, Canada",Male,1954-08-16,66,"James Francis Cameron CC is a Canadian filmmaker, producer, and environmentalist. He is best known for making science fiction and epic films. Cameron first gained recognition for directing The Terminator. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985517,00.html",Canada
275,Zaha Hadid ,PIONEERS,2010,British-Iraqi architect,"Baghdad, Iraq",Female,1950-10-31,0,"Dame Zaha Mohammad Hadid DBE RA was a British Iraqi architect, artist and designer, recognised as a major figure in architecture of the late 20th and early 21st centuries. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984651,00.html",Iraq
276,Elizabeth Warren ,PIONEERS,2010,United States Senator,"Oklahoma City, OK",Female,1949-06-22,71,"Elizabeth Ann Warren is an American politician and former law professor who is the senior United States senator from Massachusetts, serving since 2013. A member of the Democratic Party and a progressive, Warren has focused on consumer protection, economic opportunity, and the social safety net while in the Senate. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984767,00.html",USA
277,Douglas Schwartzentruber and Larry Kwak ,PIONEERS,2010,Null,,Male,,0,Null,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984778,00.html",Null
278,Michael Pollan ,PIONEERS,2010,American author,"Long Island, NY",Male,1955-02-06,65,"Michael Kevin Pollan is an American author, journalist, activist, and professor of journalism at the UC Berkeley Graduate School of Journalism. Pollan is best known for his books that explore the socio-cultural impacts of food, such as The Botany of Desire and The Omnivore's Dilemma. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984934,00.html",USA
279,Atul Gawande ,PIONEERS,2010,American surgeon,"Brooklyn, New York, NY",Male,1965-11-05,55,"Atul Gawande is an American surgeon, writer, and public health researcher. He practices general and endocrine surgery at Brigham and Women's Hospital in Boston, Massachusetts. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984936,00.html",USA
280,Jaron Lanier ,PIONEERS,2010,American writer,"New York, NY",Male,1960-05-03,60,"Jaron Zepel Lanier is an American computer philosophy writer, computer scientist, visual artist, and composer of contemporary classical music. ","www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985490,00.html",USA
